case,dataset,spacing_z,spacing_y,spacing_x,img_min,img_max,img_p001,img_p005,img_p010,img_p050,img_p500,img_p950,img_p990,img_p995,img_p999,tumor_vox,slices_with_tumor,tumor_mean,tumor_std,tumor_p005,tumor_p500,tumor_p995,shell_mean_bg,shell_std_bg,snr_shell,brain_mean_bg,brain_std_bg,snr_brain,raw_mean_bg,raw_std_bg,snr_raw
IOG26,raw_T2,0.4947916567325592,0.4947916567325592,3.5999999046325684,0.0,1593.0,0.0,0.0,1.0,3.0,36.0,730.0,845.0,886.0,1023.0,4624,53,712.0175170898438,151.80459594726562,120.23,776.0,888.8850000000002,439.87518310546875,299.2666931152344,0.909363922698825,295.8927001953125,261.2181091308594,1.593016725674521,161.03176879882812,236.48143005371094,2.329932410193362
IOG27,raw_T2,1.3020833730697632,1.3020833730697632,5.0,0.0,1132.0,0.0,0.0,0.0,0.0,5.0,510.0,711.0,749.0,803.0,5978,33,598.1478881835938,76.0964126586914,293.885,610.0,729.0,291.8786926269531,185.52178955078125,1.6508529607127806,240.64170837402344,185.73550415039062,1.9248133599707271,99.30106353759766,166.2965850830078,2.9997418431472544
IOG28,raw_T2,0.3125,0.3125,4.400000095367432,0.0,2634.869873046875,0.0,0.0,0.0,0.0,177.34701538085938,1691.13037109375,1836.808349609375,1893.812744140625,2020.4891357421875,77345,118,1576.221435546875,238.1808624267578,627.04833984375,1646.793701171875,1944.4832763671875,586.0513916015625,471.6345520019531,2.0994433926486624,833.1503295898438,628.6904296875,1.1819348138103294,538.4912719726562,640.0718994140625,1.621271242377899
IOG29,raw_T2,1.0044642686843872,1.0044642686843872,5.0,0.0,1859.0,0.0,0.0,0.0,0.0,7.0,820.0,940.0,985.0,1095.0,2248,32,825.8340454101562,175.20848083496094,327.0,838.0,1163.7649999999999,528.331298828125,378.4084167480469,0.7861948450795573,461.1884765625,317.02386474609375,1.1502148872599953,149.65145874023438,276.7849426269531,2.4429890594925583
IOG31,raw_T2,0.2857142984867096,0.2857142984867096,3.299999952316284,0.0,3638.58251953125,0.0,0.0,0.0,0.0,0.0,1367.2249755859375,1705.3558349609375,1808.2652587890625,2021.4346923828125,22453,94,1151.19091796875,188.01438903808594,580.7030639648438,1168.7568359375,1534.379221191418,772.661865234375,502.7411804199219,0.7529302700411434,823.0357666015625,609.0397338867188,0.5388074588713522,163.4841766357422,418.8065490722656,2.3583841836307524
IOG33,raw_T2,0.9375,0.9375,7.0,0.0,1882.0,0.0,0.0,0.0,1.0,140.0,869.0,1040.0,1112.0,1266.0,54338,78,772.4181518554688,72.11703491210938,442.0,784.0,920.0,292.1436462402344,198.29043579101562,2.422076000283798,445.8131103515625,301.7688293457031,1.0823021125543455,295.75689697265625,320.8928527832031,1.4854218495319598
IOG35,raw_T2,0.4492189884185791,0.4492189884185791,5.0,0.0,4095.0,0.0,0.0,0.0,7.0,157.0,1373.0,2046.0,2323.0,3448.0,5020,38,1113.849853515625,244.6712646484375,473.19,1152.0,1537.0,651.8646850585938,420.4305114746094,1.0988383474754815,390.62628173828125,472.8832092285156,1.5293915234530011,338.62078857421875,456.3016662597656,1.6989398072898556
IOG36,raw_T2,0.78125,0.78125,3.75,0.0,2211.0,0.0,0.0,0.0,0.0,4.0,462.0,1067.0,1152.0,1338.0,14581,48,998.5226440429688,148.5203094482422,346.0,1039.0,1240.0,386.9532470703125,336.7568359375,1.81605636978416,510.9360656738281,357.8652038574219,1.3624866936306035,62.148292541503906,200.36709594726562,4.673294021029821
IOG38,raw_T2,1.09375,1.09375,6.5,0.0,726.0,0.0,0.0,0.0,0.0,3.0,341.0,407.0,434.0,498.0,5879,36,320.6519775390625,46.5519905090332,127.78,330.0,399.0,73.3899917602539,81.51896667480469,3.0331835137850267,154.33103942871094,134.02362060546875,1.2409822787876912,67.6365966796875,116.34003448486328,2.174792039384295
IOG39,raw_T2,0.609375,0.609375,5.0,0.0,1942.0,0.0,0.0,0.0,5.0,29.0,678.0,823.0,923.0,1167.0,142866,152,586.3256225585938,84.86237335205078,314.0,581.0,897.0,261.27093505859375,246.63217163085938,1.3179735853216976,383.5194091796875,247.4905242919922,0.8194504171789346,178.87112426757812,246.58058166503906,1.6524192438012475
IOG4,raw_T2,0.4427083432674408,0.4427083432674408,3.5999999046325684,0.0,1624.0,0.0,0.0,0.0,3.0,20.0,623.0,806.0,869.0,1003.0,2861,34,564.541748046875,59.43877029418945,348.6,571.0,704.0,287.3478088378906,185.87351989746094,1.4913040833460371,338.0778503417969,238.10928344726562,0.9510922649735049,143.5117950439453,220.23085021972656,1.9117664604339666
IOG40,raw_T2,0.7142857313156128,0.7142857313156128,5.5,0.0,3858.033203125,0.0,0.0,0.0,0.0,3.1753358840942383,1492.4078369140625,1787.714111328125,1895.675537109375,2156.052978515625,4307,43,930.0999755859375,302.5954284667969,88.90940856933594,974.828125,1501.933837890625,599.7317504882812,379.26904296875,0.8710656227349329,907.6521606445312,570.4808349609375,0.039348937888410075,311.1574401855469,541.235107421875,1.143574256202019
IOG41,raw_T2,0.8928571343421936,0.8928571343421936,4.375,0.0,1481.0,0.0,0.0,0.0,0.0,11.0,732.0,849.0,882.0,951.0,97712,99,681.1747436523438,87.64506530761719,303.0,686.0,860.0,361.7286071777344,238.930419921875,1.3369839494655442,359.95159912109375,268.2595520019531,1.1974341347178246,136.64303588867188,235.72056579589844,2.3100729710413193
IOG42,raw_T2,0.8928571343421936,0.8928571343421936,3.299999952316284,0.0,1292.0,0.0,0.0,0.0,0.0,3.0,298.0,712.0,766.0,848.0,15655,42,699.8933715820312,140.9180450439453,132.0,742.0,896.0,256.649658203125,238.58001708984375,1.8578408987706245,276.59014892578125,243.20896911621094,1.7404918255871797,41.54621124267578,130.36233520507812,5.050133225242426
IOG43,raw_T2,0.5468999743461609,0.5468999743461609,6.0,0.0,3996.0,0.0,0.0,0.0,0.0,41.0,1470.0,1898.0,2062.0,2523.0,14461,87,1714.6988525390625,174.61050415039062,844.3,1752.0,1997.0,1120.2861328125,595.5433349609375,0.998101539941759,699.023681640625,577.6943969726562,1.7581530584699647,264.7930908203125,468.6241149902344,3.093963189984289
IOG44,raw_T2,0.7813000082969666,0.7813000082969666,7.199999809265137,0.0,1311.0,0.0,0.0,0.0,0.0,17.0,613.0,742.0,770.0,831.0,35125,94,600.6724853515625,48.184810638427734,453.0,600.0,722.0,397.67132568359375,222.51995849609375,0.9122829297648478,246.485595703125,239.41506958007812,1.4793842771453916,101.36622619628906,189.57345581054688,2.6338405712995114
IOG45,raw_T2,1.1197916269302368,1.1197916269302368,5.199999809265137,0.0,1793.0,0.0,0.0,0.0,0.0,14.0,876.0,1035.0,1086.0,1201.0,444,16,704.7117309570312,182.15457153320312,252.43,742.5,1025.3250000000012,287.36871337890625,168.0425567626953,2.4835555089029286,447.1644287109375,314.95489501953125,0.8177275740709555,195.4280242919922,300.2622985839844,1.696129381100407
IOG46,raw_T2,1.0416666269302368,1.0416666269302368,5.0,0.0,1352.0,0.0,0.0,0.0,0.0,104.0,646.0,769.0,815.0,930.0,21246,48,527.1857299804688,66.48417663574219,221.22500000000002,542.0,633.0,323.0028991699219,167.02915954589844,1.2224382339326738,328.8721618652344,217.43637084960938,0.9120533392842481,210.84298706054688,231.9568328857422,1.3638000613491161
IOG47,raw_T2,0.41019999980926514,0.41019999980926514,4.9996795654296875,-32768.0,-30893.0,-32768.0,-32768.0,-32768.0,-32768.0,-32714.0,-31893.0,-31677.0,-31601.0,-31414.0,68313,161,-32063.396484375,125.85243225097656,-32445.44,-32049.0,-31771.559999999998,-32428.7890625,224.6520233154297,1.6264824715687476,nan,nan,nan,-32589.6796875,277.1237487792969,1.8990909492355896
IOG48,raw_T2,0.8928571343421936,0.8928571343421936,5.0,0.0,1721.0,0.0,0.0,0.0,0.0,9.0,797.0,910.0,956.0,1067.0,11064,35,666.798095703125,119.90995788574219,290.63,674.0,955.6849999999995,456.4248352050781,227.18838500976562,0.9259859851066068,426.72467041015625,298.3901062011719,0.8045622837478179,175.2868194580078,280.8172607421875,1.7502886928890153
IOG49,raw_T2,0.8258928656578064,0.8258928656578064,6.25,0.0,1438.0,0.0,0.0,0.0,1.0,7.0,660.0,875.0,912.0,990.0,155800,129,832.2872314453125,85.82701873779297,454.0,837.0,1056.0,328.2322692871094,280.9017333984375,1.7944174144459264,295.6595153808594,265.4627380371094,2.0214803781216077,63.229373931884766,164.05874633789062,4.687698002577068
IOG5,raw_T2,1.0044642686843872,1.0044642686843872,4.375,0.0,1603.0,0.0,0.0,0.0,0.0,2.0,663.0,818.0,859.0,961.0,34694,66,662.2498168945312,78.62702941894531,370.46500000000003,673.0,872.0,354.2960205078125,238.9356689453125,1.2888565267214378,438.91876220703125,280.3370056152344,0.7966520659567304,69.7437973022461,191.7917938232422,3.08931893164494
IOG50,raw_T2,0.7291666865348816,0.7291666865348816,6.0,0.0,5715.65234375,0.0,0.0,0.0,0.0,0.0,3250.60791015625,3738.19921875,3873.64111328125,4171.61376953125,236392,150,2653.564208984375,485.08294677734375,921.005615234375,2735.928466796875,3629.845703125,1764.1676025390625,907.3729858398438,0.9801885446502546,1996.177001953125,1184.34326171875,0.5550647589088593,631.5543212890625,1132.0198974609375,1.7861964195422508
IOG51,raw_T2,1.2239583730697632,1.2239583730697632,5.199999809265137,0.0,1945.0,0.0,0.0,0.0,0.0,6.0,677.0,951.0,1006.0,1084.0,8857,29,869.6676025390625,120.34751892089844,405.28,898.0,1054.0,273.095458984375,177.35633850097656,3.3636922626895718,319.490234375,254.51670837402344,2.161655207938462,115.23464965820312,213.33401489257812,3.5363931685284475
IOG53,raw_T2,0.3035714328289032,0.3035714328289032,6.599999904632568,0.0,2564.305908203125,0.0,0.0,0.0,0.0,19.940170288085938,1495.5128173828125,1655.0341796875,1746.759033203125,1974.076904296875,261669,165,1523.8118896484375,141.10345458984375,769.6906127929688,1555.3333740234375,1714.854736328125,585.8493041992188,501.0322265625,1.8720603899761625,664.2832641601562,546.7618408203125,1.5720347714806167,272.0964660644531,474.2178955078125,2.639536456640032
IOG54,raw_T2,0.5625,0.5625,3.9600000381469727,0.0,1659.0,0.0,0.0,0.0,11.0,31.0,661.0,957.0,1027.0,1157.0,18648,82,748.889892578125,95.32334899902344,360.47,752.0,973.0,438.9407958984375,299.66009521484375,1.0343355743028346,168.24215698242188,261.7530517578125,2.2183035945382157,87.6441650390625,190.20782470703125,3.476438093740624
IOG55,raw_T2,1.4375,1.4375,5.0,0.0,1542.0,0.0,0.0,0.0,0.0,10.0,727.0,812.0,842.0,937.0,88939,62,590.3803100585938,93.92988586425781,186.69,613.0,748.3099999999977,323.4735412597656,198.914306640625,1.3418178576820214,406.61859130859375,245.46444702148438,0.7486286546984793,175.97335815429688,255.52877807617188,1.6217623510912895
IOG56,raw_T2,0.4427083432674408,0.4427083432674408,3.5999999046325684,0.0,1770.0,0.0,0.0,0.0,4.0,26.0,744.0,905.0,964.0,1088.0,178687,165,658.880615234375,63.47520065307617,375.0,665.0,798.0,325.0950927734375,227.232177734375,1.468918380261791,384.69091796875,276.0210876464844,0.9933650345469077,175.40338134765625,259.19482421875,1.865304352986167
IOG6,raw_T2,0.87890625,0.87890625,3.5999999046325684,0.0,4095.0,0.0,0.0,0.0,0.0,290.0,624.0,762.0,874.0,1401.0,165512,120,524.3734130859375,60.02683639526367,353.0,525.0,664.0,382.77392578125,149.3807373046875,0.9479099505036662,399.6143493652344,191.6858673095703,0.6508516536548767,279.7890625,239.79786682128906,1.0199604935110436
IOG7,raw_T2,0.5989583134651184,0.5989583134651184,3.9000000953674316,0.0,1586.0,0.0,0.0,2.0,8.0,134.0,764.0,861.0,895.0,1007.0,97930,99,630.7120361328125,66.9644775390625,319.0,635.0,793.3549999999959,415.8738708496094,238.88156127929688,0.8993501387577479,353.290771484375,273.5430603027344,1.0141776740430228,268.1681823730469,278.4794921875,1.3018691283581671
IOG9,raw_T2,0.5859375,0.5859375,5.400000095367432,0.0,4095.0,0.0,0.0,0.0,0.0,35.0,195.0,502.0,597.0,1015.0,70483,167,72.68555450439453,24.875394821166992,19.0,71.0,148.0,94.6773452758789,34.31473922729492,-0.6408846829875215,166.9525909423828,151.7640838623047,-0.621141933183062,63.13599395751953,104.19110870361328,0.09165427516507296
